s_1@TE0_1@TE0_re,s_1@TE0_1@TE0_im,s_2@TE0_1@TE0_re,s_2@TE0_1@TE0_im,s_3@TE0_1@TE0_re,s_3@TE0_1@TE0_im,s_1@TE0_2@TE0_re,s_1@TE0_2@TE0_im,s_2@TE0_2@TE0_re,s_2@TE0_2@TE0_im,s_3@TE0_2@TE0_re,s_3@TE0_2@TE0_im,s_1@TE0_3@TE0_re,s_1@TE0_3@TE0_im,s_2@TE0_3@TE0_re,s_2@TE0_3@TE0_im,s_3@TE0_3@TE0_re,s_3@TE0_3@TE0_im,wavelength
0.001697597921717675,0.002479352047755487,-0.3341744230641807,-0.6108211286607104,-0.33417442306580225,-0.6108211286560449,-0.3341744230641807,-0.6108211286607104,0.00021977171386545056,-0.00013688691035343388,0.00021977171386545056,-0.00013688691035343388,-0.33417442306580225,-0.6108211286560449,0.00021977171386545056,-0.00013688691035343388,0.00021977171386545056,-0.00013688691035343388,0.7353053053053052
0.0017714471448538034,0.0023987065137023823,-0.34310633676080116,-0.6058284224648054,-0.34310633676257757,-0.6058284224601167,-0.34310633676080116,-0.6058284224648054,0.00021456510773767244,-0.0001415891829185488,0.00021456510773767244,-0.0001415891829185488,-0.34310633676257757,-0.6058284224601167,0.00021456510773767244,-0.0001415891829185488,0.00021456510773767244,-0.0001415891829185488,0.7354054054054053
0.001841849383852998,0.002316170125949666,-0.35196058788013335,-0.6007072419680706,-0.3519605878808482,-0.6007072419636328,-0.35196058788013335,-0.6007072419680706,0.0002092747395952903,-0.00014612239929237677,0.0002092747395952903,-0.00014612239929237677,-0.3519605878808482,-0.6007072419636328,0.0002092747395952903,-0.00014612239929237677,0.0002092747395952903,-0.00014612239929237677,0.7355055055055055
0.0019087699286987707,0.00223187813270182,-0.36073538009368966,-0.5954588462847522,-0.3607353800953106,-0.5954588462800195,-0.36073538009368966,-0.5954588462847522,0.0002039055641223361,-0.00015048561388785004,0.0002039055641223361,-0.00015048561388785004,-0.3607353800953106,-0.5954588462800195,0.0002039055641223361,-0.00015048561388785004,0.0002039055641223361,-0.00015048561388785004,0.7356056056056056
0.00197217896618154,0.0021459657336429234,-0.36942893844017616,-0.5900845179827514,-0.3694289384417336,-0.5900845179779802,-0.36942893844017616,-0.5900845179827514,0.00019846252396618782,-0.0001546780152568023,0.00019846252396618782,-0.0001546780152568023,-0.3694289384417336,-0.5900845179779802,0.00019846252396618782,-0.0001546780152568023,0.00019846252396618782,-0.0001546780152568023,0.7357057057057057
0.002032051532932756,0.00205856791715147,-0.3780395095651036,-0.5845855627012219,-0.378039509566586,-0.5845855626963693,-0.3780395095651036,-0.5845855627012219,0.00019295054706696473,-0.00015869892481428473,0.00019295054706696473,-0.00015869892481428473,-0.378039509566586,-0.5845855626963693,0.00019295054706696473,-0.00015869892481428473,0.00019295054706696473,-0.00015869892481428473,0.7358058058058058
0.002088367463550526,0.00196981930056925,-0.3865653619545808,-0.5789633087675149,-0.3865653619559946,-0.5789633087627315,-0.3865653619545808,-0.5789633087675149,0.00018737454310801798,-0.00016254779586186038,0.00018737454310801798,-0.00016254779586186038,-0.3865653619559946,-0.5789633087627315,0.00018737454310801798,-0.00016254779586186038,0.00018737454310801798,-0.00016254779586186038,0.7359059059059059
0.002141111333962455,0.0018798539736157058,-0.3950047861617398,-0.5732191068161389,-0.3950047861621099,-0.5732191068117009,-0.3950047861617398,-0.5732191068161389,0.00018173940035445498,-0.00016622421186774327,0.00018173940035445498,-0.00016622421186774327,-0.3950047861621099,-0.5732191068117009,0.00018173940035445498,-0.00016622421186774327,0.00018173940035445498,-0.00016622421186774327,0.736006006006006
0.0021902724002844823,0.0017888053452135245,-0.4033560950264409,-0.567354329407156,-0.4033560950277326,-0.5673543294023669,-0.4033560950264409,-0.567354329407156,0.00017604998235550253,-0.0001697278850372476,0.00017604998235550253,-0.0001697278850372476,-0.4033560950277326,-0.5673543294023669,0.00017604998235550253,-0.0001697278850372476,0.00017604998235550253,-0.0001697278850372476,0.736106106106106
0.002235844533107784,0.0016968059936571895,-0.4116176238875188,-0.5613703706463311,-0.41161762388873063,-0.5613703706414641,-0.4116176238875188,-0.5613703706463311,0.00017031112456726398,-0.0001730586540883561,0.00017031112456726398,-0.0001730586540883561,-0.41161762388873063,-0.5613703706414641,0.00017031112456726398,-0.0001730586540883561,0.00017031112456726398,-0.0001730586540883561,0.7362062062062061
